VWFA,expand,3,0.05,11.3999996185303,159
VWFA,expand,3,0.05,11.3999996185303,159
VWFA,expand,3,0.05,11.3999996185303,159
VWFA,expand,3,0.05,11.3999996185303,159
VWFA,expand,3,0.05,11.3999996185303,159
VWFA,expand,3,0.05,11.3999996185303,159
VWFA,expand,3,0.05,11.3999996185303,159
VWFA,expand,3,0.05,11.3999996185303,159
VWFA,expand,3,0.05,11.3999996185303,159
VWFA,expand,3,0.05,11.3999996185303,159
VWFA,expand,3,0.05,11.3999996185303,159
VWFA,expand,3,0.05,11.3999996185303,159
LO,expand,2,0.01,13.9999995231628,130
VWFA,expand,3,0.05,11.3999996185303,159
LO,expand,2,0.01,13.9999995231628,130
VWFA,expand,3,0.05,11.3999996185303,159
LO,expand,2,0.01,13.9999995231628,130
LO,expand,3,0.05,13.9999995231628,160
VWFA,expand,4,0.1,13.9999995231628,117
LO,expand,1,0.001,8.79999971389771,168
LO,expand,2,0.01,13.9999995231628,143
VWFA,expand,1,0.001,11.3999996185303,144
LO,expand,1,0.001,11.3999996185303,185
LO,expand,1,0.001,8.79999971389771,126
VWFA,expand,1,0.001,8.79999971389771,124
LO,expand,1,0.001,11.3999996185303,142
LO,expand,1,0.001,11.3999996185303,175
VWFA,expand,1,0.001,11.3999996185303,171
LO,expand,1,0.001,8.79999971389771,118
LO,expand,1,0.001,11.3999996185303,157
VWFA,expand,3,0.05,13.9999995231628,135
LO,expand,1,0.001,8.79999971389771,147
LO,expand,1,0.001,8.79999971389771,159
VWFA,expand,3,0.05,11.3999996185303,141
LO,expand,1,0.001,8.79999971389771,118
LO,expand,1,0.001,11.3999996185303,118
VWFA,expand,4,0.1,11.3999996185303,132
LO,expand,1,0.001,11.3999996185303,188
LO,expand,1,0.001,11.3999996185303,173
VWFA,expand,3,0.05,11.3999996185303,159
LO,expand,2,0.01,13.9999995231628,130
LO,expand,3,0.05,13.9999995231628,160
VWFA,expand,4,0.1,13.9999995231628,117
LO,expand,1,0.001,8.79999971389771,168
LO,expand,2,0.01,13.9999995231628,143
VWFA,expand,1,0.001,11.3999996185303,144
LO,expand,1,0.001,11.3999996185303,185
LO,expand,1,0.001,8.79999971389771,126
VWFA,expand,1,0.001,8.79999971389771,124
LO,expand,1,0.001,11.3999996185303,142
LO,expand,1,0.001,11.3999996185303,175
VWFA,expand,1,0.001,11.3999996185303,171
LO,expand,1,0.001,8.79999971389771,118
LO,expand,1,0.001,11.3999996185303,157
VWFA,expand,3,0.05,13.9999995231628,135
LO,expand,1,0.001,8.79999971389771,147
LO,expand,1,0.001,8.79999971389771,159
VWFA,expand,3,0.05,11.3999996185303,141
LO,expand,1,0.001,8.79999971389771,118
LO,expand,1,0.001,11.3999996185303,118
VWFA,expand,4,0.1,11.3999996185303,132
LO,expand,1,0.001,11.3999996185303,188
LO,expand,1,0.001,11.3999996185303,173
VWFA,expand,1,0.001,13.9999995231628,117
LO,expand,1,0.001,8.79999971389771,156
LO,expand,1,0.001,8.79999971389771,165
VWFA,expand,1,0.001,13.9999995231628,128
LO,expand,1,0.001,8.79999971389771,157
LO,expand,2,0.01,13.9999995231628,121
VWFA,expand,3,0.05,11.3999996185303,159
LO,expand,2,0.01,13.9999995231628,130
LO,expand,3,0.05,13.9999995231628,160
VWFA,expand,4,0.1,13.9999995231628,117
LO,expand,1,0.001,8.79999971389771,168
LO,expand,2,0.01,13.9999995231628,143
VWFA,expand,1,0.001,11.3999996185303,144
LO,expand,1,0.001,11.3999996185303,185
LO,expand,1,0.001,8.79999971389771,126
VWFA,expand,1,0.001,8.79999971389771,124
LO,expand,1,0.001,11.3999996185303,142
LO,expand,1,0.001,11.3999996185303,175
VWFA,expand,1,0.001,11.3999996185303,171
LO,expand,1,0.001,8.79999971389771,118
LO,expand,1,0.001,11.3999996185303,157
VWFA,expand,3,0.05,13.9999995231628,135
LO,expand,1,0.001,8.79999971389771,147
LO,expand,1,0.001,8.79999971389771,159
VWFA,expand,3,0.05,11.3999996185303,141
LO,expand,1,0.001,8.79999971389771,118
LO,expand,1,0.001,11.3999996185303,118
VWFA,expand,4,0.1,11.3999996185303,132
LO,expand,1,0.001,11.3999996185303,188
LO,expand,1,0.001,11.3999996185303,173
VWFA,expand,1,0.001,13.9999995231628,117
LO,expand,1,0.001,8.79999971389771,156
LO,expand,1,0.001,8.79999971389771,165
VWFA,expand,1,0.001,13.9999995231628,128
LO,expand,1,0.001,8.79999971389771,157
LO,expand,2,0.01,13.9999995231628,121
VWFA,expand,1,0.001,11.3999996185303,135
LO,expand,1,0.001,8.79999971389771,146
LO,expand,1,0.001,11.3999996185303,134
VWFA,expand,4,0.1,11.4000015258789,120
VWFA,expand,3,0.05,11.3999996185303,159
LO,expand,2,0.01,13.9999995231628,130
LO,expand,3,0.05,13.9999995231628,160
