"g1name","g1accuracy","g2name","g2accuracy","ttest","cohen","df","pvalUncorr","pvalFDR"
"french_experts","0.618055555555556","braille_experts","0.409722222222222","5","1.34607984695472","5","0.0041047159800533","0.00820943196010661"
"french_experts","0.618055555555556","french_controls","0.516666666666667","1.28070175438597","0.695779241920718","9.08730909445343","0.232017849100616","0.23949842831219"
"french_experts","0.618055555555556","braille_controls","0.266666666666667","4.99158497790731","3.10565571274279","6.16598978464034","0.00228631915525506","0.00571579788813764"
"braille_experts","0.409722222222222","french_controls","0.516666666666667","-1.65333534109547","-0.825831818486439","11.78674071845","0.124627953219122","0.155784941523902"
"braille_experts","0.409722222222222","braille_controls","0.266666666666667","2.66925383788071","1.5667065751588","7.20150778415495","0.031209156331928","0.0445845090456115"
"french_controls","0.516666666666667","braille_controls","0.266666666666667","6.90268489962633","2.11895594815908","9","7.04583177584576e-05","0.000374502613039244"
"french_experts","0.618055555555556","one-sample",NA,"5.51963562568645","2.25338180816993","5","0.00133646446000436","0.00445488153334786"
"braille_experts","0.409722222222222","one-sample",NA,"3.28571428571428","1.34138724009555","5","0.0109082199200034","0.018180366533339"
"french_controls","0.516666666666667","one-sample",NA,"6.24906772707955","1.97612872702228","9","7.49005226078489e-05","0.000374502613039244"
"braille_controls","0.266666666666667","one-sample",NA,"0.738548945875998","0.233549683248457","9","0.23949842831219","0.23949842831219"
