"g1name","g1accuracy","g2name","g2accuracy","ttest","cohen","df","pvalUncorr","pvalFDR"
"french_experts","0.703703703703704","braille_experts","0.641203703703704","1.59934196994955","0.597121895998129","5","0.170639820959713","0.213299776199641"
"french_experts","0.703703703703704","french_controls","0.65530303030303","0.711450610956928","0.324590525632752","13.7700614258706","0.488682962345028","0.542981069272253"
"french_experts","0.703703703703704","braille_controls","0.534090909090909","3.47019442449456","2.22453070330152","5.90076007850927","0.0136616856991664","0.0273233713983329"
"braille_experts","0.641203703703704","french_controls","0.65530303030303","-0.231018825651783","-0.0986477148898276","14.9879586589334","0.820424157746705","0.820424157746705"
"braille_experts","0.641203703703704","braille_controls","0.534090909090909","2.77906500616407","1.69218642339746","6.54273598495188","0.0292802939127515","0.0418289913039307"
"french_controls","0.65530303030303","braille_controls","0.534090909090909","3.01416215581997","0.661667785718829","10","0.0130246816703311","0.0273233713983329"
"french_experts","0.703703703703704","one-sample",NA,"4.34813178273153","1.77511736701173","5","0.00368608313783389","0.0184624411940499"
"braille_experts","0.641203703703704","one-sample",NA,"3.92935542104507","1.60415263326656","5","0.00553873235821497","0.0184624411940499"
"french_controls","0.65530303030303","one-sample",NA,"3.148262473774","0.949236851551315","10","0.00518176542208613","0.0184624411940499"
"braille_controls","0.534090909090909","one-sample",NA,"2.44647126998803","0.737638842084961","10","0.0172326305694237","0.0287210509490395"
