"g1name","g1accuracy","g2name","g2accuracy","ttest","cohen","df","pvalUncorr","pvalFDR"
"french_experts","0.493055555555555","braille_experts","0.444444444444445","0.453171741165287","0.285559479813234","5","0.66941325782558","0.821503764222948"
"french_experts","0.493055555555555","french_controls","0.477272727272727","0.230477894459391","0.110095202170075","12.3183305867235","0.821503764222948","0.821503764222948"
"french_experts","0.493055555555555","braille_controls","0.303030303030303","3.54000074862774","2.22508034352411","6.12969729068153","0.0117922550732878","0.0235845101465756"
"braille_experts","0.444444444444445","french_controls","0.477272727272727","-0.339540184171025","-0.18995213584422","7.97271884958662","0.742973988411058","0.821503764222948"
"braille_experts","0.444444444444445","braille_controls","0.303030303030303","1.6285676979958","1.09723798873864","5.39923997015319","0.160002640798632","0.228575201140903"
"french_controls","0.477272727272727","braille_controls","0.303030303030303","4.07862968725849","1.39237913225723","10","0.00221924249901075","0.00834513498388185"
"french_experts","0.493055555555555","one-sample",NA,"4.7717414775556","1.94805530074758","5","0.00250354049516456","0.00834513498388185"
"braille_experts","0.444444444444445","one-sample",NA,"2.28314825568705","0.932091372259788","5","0.0356285008867173","0.0593808348111955"
"french_controls","0.477272727272727","one-sample",NA,"4.96563533161421","1.49719538551785","10","0.000282649765177361","0.00282649765177361"
"braille_controls","0.303030303030303","one-sample",NA,"3.13049516849969","0.943879807448535","10","0.00534074482791385","0.0133518620697846"
