"g1name","g1accuracy","g2name","g2accuracy","ttest","cohen","df","pvalUncorr","pvalFDR"
"within Latin","0.724537037037037","cross-script","0.537037037037037","2.50329296022242","1.45981451387644","5","0.0542710964910705","0.0542710964910705"
"within Braille","0.719907407407408","cross-script","0.537037037037037","3.68099412651585","1.20592587190988","5","0.0142788215678503","0.0285576431357006"
