subject,condition,cluster,x,y
006,fw,french_expert,-0.240577433010696,-0.00889156776294472
006,fw,french_expert,-0.209971041102613,-0.0339275262016274
006,fw,french_expert,-0.117593882023102,-0.0582468103256739
006,fw,french_expert,-0.0470171094377432,-0.0520859411257736
006,fw,french_expert,-0.0401981279750558,-0.0196113834676111
006,fw,french_expert,-0.0432451361716859,0.00516497692641568
006,fw,french_expert,-0.0287472925062528,0.01425795876083
006,fw,french_expert,-0.012149235935335,0.0404167076945703
006,fw,french_expert,0.0189547466425188,0.0815069125306579
006,fw,french_expert,0.0679157339996099,0.106077480737661
006,fw,french_expert,0.131428186830792,0.10908418353582
006,fw,french_expert,0.202115623666139,0.106515522977499
006,fw,french_expert,0.218437268123447,0.0919571989238236
006,fw,french_expert,0.153331761842466,0.0536540317764597
006,fw,french_expert,0.085397451996186,0.0113602552151338
006,fw,french_expert,0.0502961646044599,-0.0141804341485031
006,fw,french_expert,-0.0122407321438882,-0.030112117255743
006,fw,french_expert,-0.0869238074329398,-0.050582957055137
006,fw,french_expert,-0.100352239975714,-0.0450364071169512
006,fw,french_expert,-0.0109502615229595,0.0161340509620026
006,fw,french_expert,0.064616396793588,0.0617544692240089
006,fw,french_expert,0.0665534932438791,0.0470380145303303
006,fw,french_expert,0.216269938037927,-0.0193841354327474
006,fw,french_expert,0.613668039039945,-0.17707718929516
006,fw,french_expert,0.98657280328682,-0.180262374339327
006,fw,french_expert,1.09168470749804,0.266284561975585
006,fw,french_expert,0.962199880178038,0.689778164127258
006,fw,french_expert,0.6298773124805,0.713876649542356
006,fw,french_expert,0.26305193322221,0.492194993262491
006,fw,french_expert,0.0398427595213893,0.250397832380817
006,fw,french_expert,-0.0864250036806327,0.0643801366802834
006,fw,french_expert,-0.179093075599644,-0.0599274452417764
006,fw,french_expert,-0.237175118789513,-0.106225969037649
006,fw,french_expert,-0.236011273862648,-0.122947231833708
006,fw,french_expert,-0.191306364035539,-0.132644203099152
006,fw,french_expert,-0.140500595229178,-0.0991708043435884
006,fw,french_expert,-0.102491971433169,-0.043850004191745
006,fw,french_expert,-0.0915396100748817,-0.00333498322399382
006,fw,french_expert,-0.0925939732262972,0.0106103223825252
006,fw,french_expert,-0.0595874834546195,-0.0348278137988266
006,fw,french_expert,-0.0134945326713311,-0.11012104695639
006,fw,french_expert,-0.0305853377674256,-0.127568750066938
006,fw,french_expert,-0.0874541740500422,-0.0874368287273373
006,fw,french_expert,-0.0905588887363518,-0.0443291356038656
006,fw,french_expert,-0.0307128526085458,-0.014998589173746
006,fw,french_expert,0.0107407423050839,0.0170728974882374
006,fw,french_expert,-0.0232259443221556,0.0225406329046388
006,fw,french_expert,-0.0939696622660187,-0.0444922161468386
006,fw,french_expert,-0.117844294707685,-0.135864245771417
006,fw,french_expert,-0.0910909657664317,-0.171498618241541
006,fw,french_expert,-0.0745283894000111,-0.154547803047251
006,fw,french_expert,-0.100158206332579,-0.11510766978939
006,fw,french_expert,-0.142170101871607,-0.0468928145955148
006,fw,french_expert,-0.176084861811736,0.0361163187846876
006,fw,french_expert,-0.198216271201382,0.101902308232419
006,fw,french_expert,-0.198604810853055,0.132872586216506
006,fw,french_expert,-0.169604588893814,0.110075534621461
006,fw,french_expert,-0.11683166932987,0.0173796722955167
006,fw,french_expert,-0.0639929248065695,-0.0967933013474795
006,fw,french_expert,-0.0463480259102625,-0.17071073439034
006,fw,french_expert,-0.074318925792858,-0.188071710283032
006,fw,french_expert,-0.100201322707709,-0.157677400523094
006,fw,french_expert,-0.103657739455792,-0.101457305290616
006,fw,french_expert,-0.124409827998482,-0.0532399594274778
006,fw,french_expert,-0.173483634839875,-0.0420271034216911
006,fw,french_expert,-0.214324195806552,-0.0528197372389443
006,fw,french_expert,-0.186358541981908,-0.0399093259263677
006,fw,french_expert,-0.0834166742222289,-0.011553192423828
006,fw,french_expert,0.0164930280216181,-0.0103716097526249
006,fw,french_expert,0.0467188166916066,-0.0279403331013872
006,fw,french_expert,0.0133451129061163,-0.0378603126651143
006,fw,french_expert,-0.0437204359347261,-0.0430808022234973
006,fw,french_expert,-0.080798976801063,-0.0480397546235225
006,fw,french_expert,-0.0795744408762777,-0.0296200078838884
006,fw,french_expert,-0.0588019294008553,0.00997331168250569
006,fw,french_expert,-0.0377393747443882,0.0371143466927774
006,fw,french_expert,-0.0222046353888009,0.0365354784313592
006,fw,french_expert,0.00105288824633827,0.0334757025598045
006,fw,french_expert,0.00834473684441869,0.0421226179689183
006,fw,french_expert,-0.0415560391770061,0.034604760391356
006,fw,french_expert,-0.127612936508206,-0.000171434070577989
006,fw,french_expert,-0.1798117255447,-0.0410014105201262
006,fw,french_expert,-0.17155368320894,-0.0569916916565011
006,fw,french_expert,-0.115601448086987,-0.0426735372404321
006,fw,french_expert,-0.0451920525736914,-0.0193407602866565
006,fw,french_expert,-0.00416473587464293,0.000186851990548194
006,fw,french_expert,0.0175219154725644,-0.00764600609507758
006,fw,french_expert,0.0377739138643632,-0.0424888997093682
006,fw,french_expert,0.0286000154737252,-0.051543596346964
006,fw,french_expert,0.0174106292526452,-0.0901034398302804
006,fw,french_expert,0.129866003711214,-0.295305965743075
006,fw,french_expert,0.367820626271133,-0.422890622928025
006,fw,french_expert,0.59138331853735,-0.124631066464914
006,fw,french_expert,0.700754623880012,0.43924162562349
006,fw,french_expert,0.592677249585452,0.594906181221063
006,fw,french_expert,0.331893725351649,0.309320263278394
006,fw,french_expert,0.112467837795652,0.0352169245465437
006,fw,french_expert,-0.0194226459650115,-0.115570629216664
006,fw,french_expert,-0.0984783552941607,-0.197361610105682
006,fw,french_expert,-0.119864085867828,-0.193502069281536
006,fw,french_expert,-0.127962485396316,-0.0943827403012923
006,fw,french_expert,-0.147977322431611,0.0193994242110732
006,fw,french_expert,-0.140486611916238,0.0686750968838991
006,fw,french_expert,-0.0793000778549426,0.0279492692632366
006,fw,french_expert,0.00661299861145828,-0.0280151718789097
006,fw,french_expert,0.0811290963520722,-0.00590675562826085
006,fw,french_expert,0.125170362161971,0.0709441964826117
006,fw,french_expert,0.132705263497175,0.110891094479487
006,fw,french_expert,0.0940390557918501,0.0644211924186913
006,fw,french_expert,0.024389096830407,-0.0207864482402146
006,fw,french_expert,-0.0364932631870572,-0.058364205830405
006,fw,french_expert,-0.07612430441535,-0.0364229295245464
006,fw,french_expert,-0.0880821614687864,0.00146037953173671
006,fw,french_expert,-0.0957999734609431,0.0189251078777041
006,fw,french_expert,-0.117444950999825,0.00159952415454322
006,fw,french_expert,-0.133982456850065,-0.0249107161322432
006,fw,french_expert,-0.132391827310446,-0.037175215923196
006,fw,french_expert,-0.132581645787452,-0.054544112498955
006,fw,french_expert,-0.154605687823442,-0.0781343073661767
006,fw,french_expert,-0.176277511012822,-0.101242621976049
006,fw,french_expert,-0.166920350528143,-0.141015064532253
006,fw,french_expert,-0.134434907190477,-0.162023920090129
006,fw,french_expert,-0.116435590782061,-0.126853503827643
006,fw,french_expert,-0.100235763990115,-0.0717695228547343
006,fw,french_expert,-0.0504737369951828,-0.035081658498548
006,fw,french_expert,0.0295440046770646,-0.0115034503574013
006,fw,french_expert,0.0839225046227238,0.0239542428407379
006,fw,french_expert,0.0587230592890222,0.0725522569670919
006,fw,french_expert,-0.0197083437936609,0.107038268632175
006,fw,french_expert,-0.088426459714175,0.104736980312775
006,fw,french_expert,-0.114780188604215,0.0569811452650093
006,fw,french_expert,-0.12670060267562,-0.0261403064007848
006,fw,french_expert,-0.149372685525011,-0.0905470736016217
006,fw,french_expert,-0.166484986337691,-0.105830456281905
006,fw,french_expert,-0.16340947262556,-0.107768668476526
006,fw,french_expert,-0.13418262977062,-0.0986383412978568
006,fw,french_expert,-0.0969591502469984,-0.0640107886105033
006,fw,french_expert,-0.0922796771357088,-0.0373446294060225
006,fw,french_expert,-0.118448271862863,-0.0466587022133145
006,fw,french_expert,-0.135973131264047,-0.062203184633514
006,fw,french_expert,-0.107405509166637,-0.0608510295631052
006,fw,french_expert,-0.0499583032716858,-0.0549775204085486
006,fw,french_expert,-0.0118509723147617,-0.0525403467697791
006,fw,french_expert,-0.00630378092579156,-0.0475406267182436
006,fw,french_expert,-0.0121135071606031,-0.0508712191706053
006,fw,french_expert,-0.010408035533933,-0.069375846554278
006,fw,french_expert,-0.00586224585663845,-0.0807388708826875
006,fw,french_expert,-0.0268039342759121,-0.0715386331511153
006,fw,french_expert,-0.0705917800888384,-0.0488865977790917
006,fw,french_expert,-0.0906062826811362,-0.0177816413072525
