subject,task,run,mask,tSNR
sub-027,wordsDecoding,008,whole-brain,17.6827424966352
sub-027,wordsDecoding,008,vwfa-roi,72.0923837115445
sub-027,wordsDecoding,009,whole-brain,17.2388936527662
sub-027,wordsDecoding,009,vwfa-roi,69.0508503893706
sub-027,wordsDecoding,010,whole-brain,17.1771568412741
sub-027,wordsDecoding,010,vwfa-roi,73.359965473118
sub-027,wordsDecoding,011,whole-brain,1629621141.98681
sub-027,wordsDecoding,011,vwfa-roi,69.6606393255001
sub-027,wordsDecoding,012,whole-brain,16.0583864023465
sub-027,wordsDecoding,012,vwfa-roi,66.386634356042
sub-028,visualLocalizer,001,whole-brain,17.3695221648801
sub-028,visualLocalizer,001,vwfa-roi,83.2744840607577
sub-028,visualLocalizer,002,whole-brain,17.6068654824645
sub-028,visualLocalizer,002,vwfa-roi,87.4449422662339
sub-028,wordsDecoding,001,whole-brain,18.9305991094984
sub-028,wordsDecoding,001,vwfa-roi,86.6661650138753
sub-028,wordsDecoding,002,whole-brain,19.6590451219936
sub-028,wordsDecoding,002,vwfa-roi,94.274393546206
sub-028,wordsDecoding,003,whole-brain,19.6309030471401
sub-028,wordsDecoding,003,vwfa-roi,94.1589978553526
sub-028,wordsDecoding,004,whole-brain,19.6065501814387
sub-028,wordsDecoding,004,vwfa-roi,92.4310528677586
sub-028,wordsDecoding,005,whole-brain,18.8147030792396
sub-028,wordsDecoding,005,vwfa-roi,89.3463669641293
sub-028,wordsDecoding,006,whole-brain,18.9445563889982
sub-028,wordsDecoding,006,vwfa-roi,91.9496961632314
sub-028,wordsDecoding,007,whole-brain,19.4072291069209
sub-028,wordsDecoding,007,vwfa-roi,90.2378923849907
sub-028,wordsDecoding,008,whole-brain,18.8330387418071
sub-028,wordsDecoding,008,vwfa-roi,89.0952623747155
sub-028,wordsDecoding,009,whole-brain,18.1194672155227
sub-028,wordsDecoding,009,vwfa-roi,87.0370850259188
sub-028,wordsDecoding,010,whole-brain,18.8016631768417
sub-028,wordsDecoding,010,vwfa-roi,87.8180753342819
sub-028,wordsDecoding,011,whole-brain,19.0731126830051
sub-028,wordsDecoding,011,vwfa-roi,89.2799044543064
sub-028,wordsDecoding,012,whole-brain,19.586954920652
sub-028,wordsDecoding,012,vwfa-roi,94.0087793622529
